168,-4001604.969,10131891.37
168,-4002229.7,10131997.82
168,-4002523.3,10132719.98
168,-4003039.428,10133472.74
168,-3999586.643,10131457.9
168,-4001752.154,10134579.02
168,-4001382.752,10134995.52
168,-4024353.2,10162197.67
168,-4004753.504,10129300.49
168,-4005724.349,10127984.28
168,-4005757.76,10127614.78
168,-4005677.912,10127594.3
168,-4004856.536,10126272.9
168,-4004666.85,10125910.77
168,-4008284.447,10127762.81
168,-4008675.467,10128025.6
168,-4004365.516,10125352.69
168,-4004333.51,10125498.91
168,-4003431.158,10126084.87
168,-4003717.196,10124139.01
168,-4004007.294,10125710.72
168,-4003556.03,10123598.17
168,-4006170.568,10125169.44
168,-4008879.494,10129330.8
168,-4008473.057,10127147.27
168,-4008428.695,10126464.96
168,-4008384.693,10125457.95
168,-4008306.114,10124469.74
168,-4008196.009,10123932.27
168,-4007878.927,10123094.76
168,-4006906.449,10121079.09
168,-4005918.573,10120354.99
168,-4006819.574,10120685.25
168,-4005355.77,10120099.34
168,-4004355.099,10119761.39
168,-4003907.532,10119501.48
168,-4003300.461,10119531.04
168,-4006960.755,10119765.84
168,-4006756.016,10119250.86
168,-4006623.449,10118528.09
168,-4007132.181,10118518.22
168,-4007383.307,10117540
168,-4009279.824,10115704.55
168,-4009478.23,10115511.51
168,-4009774.203,10123488.68
168,-4009699.269,10124264.64
168,-4009749.932,10124393.04
168,-4009190.903,10124406.12
168,-4008230.687,10124587.39
168,-4007838.339,10124760.03
168,-4009716.223,10125350.28
168,-4009469.379,10127905.66
168,-4009063.518,10129238.17
168,-4009932.862,10127824.8
168,-4010119.64,10134267.06
168,-4009907.388,10133363.14
168,-4009528.867,10132859.86
168,-4009450.433,10132873.6
168,-4010077.252,10133644.52
168,-4009305.148,10135681.06
168,-4009006.82,10133664.89
168,-4009687.379,10133618.86
168,-4009117.764,10133183.72
168,-4008655.006,10132909.56
168,-4008349.287,10132786.43
168,-4007961.722,10132631.68
168,-4006987.389,10130962.3
168,-4006333.82,10130078.71
168,-4005876.413,10130959.17
168,-4004358.385,10131452.74
168,-4003926.512,10131332.37
168,-4009015.704,10130770.14
168,-4010371.832,10130168.78
168,-4011408.246,10130177.11
168,-4013610.113,10127501.5
168,-4014189.597,10127020.57
168,-4014906.11,10126594.69
168,-4015950.174,10124124.2
168,-4014343.591,10123946.44
168,-4011353.978,10124493.82
168,-4019300.73,10123004.53
168,-4006260.469,10139199.63
168,-4005482.667,10133281.09
168,-4005235.302,10134232.76
168,-4005424.042,10133227.52
168,-4005658.853,10132441
168,-4005858.88,10131960.37
168,-4005948.727,10131919.81
168,-4005123.232,10131895.47
168,-4006717.318,10132152.02
168,-4007489.117,10132446.66
168,-4007613.749,10132492.42
168,-4007573.37,10132428.65
168,-4007745.919,10132154.46
168,-4007813.301,10132035.5
168,-4004159.882,10133329.17
168,-4026072.652,10118173.58
168,-4005787.189,10138607.38
168,-4006885.601,10125137.61
168,-4007627.669,10127332.05
168,-4029532.54,10115233.3
168,-4028874.856,10115114.66
168,-4021735.68,10120435.11
168,-4007818.984,10127669.77
168,-4008091.246,10117104.18
168,-4009813.605,10131759.64
168,-4009811.982,10132268.79
168,-4006072.941,10133304.87
168,-4006712.113,10133438.14
168,-3998186.325,10132535.76
168,-3998035.041,10132135.23
168,-3998827.517,10131550.1
168,-4019519.199,10120982.85
168,-4019592.231,10121375.05
168,-4019470.029,10122098.86
168,-4019318.54,10122651.11
168,-4020228.424,10120329.2
168,-4021757.871,10119072.47
168,-4021259.157,10119989.6
168,-4021082.738,10121126.92
168,-4009061.873,10116279.72
168,-4007248.207,10118066.77
168,-4022074.496,10118584.3
168,-4008656.741,10121534.94
168,-4009358.462,10121867.34
168,-4009761.435,10122954.32
168,-4011519.984,10126321.14
168,-4007540.403,10120546.34
168,-4006398.552,10120742.74
168,-4003282.267,10119474.84
168,-4008177.326,10128400.08
168,-4009106.929,10129713.4
168,-4007379.17,10131264.08
168,-4005897.125,10127154.03
168,-4006164.282,10125141.11
168,-4012652.883,10124438.98
168,-4006377.362,10128768.4
168,-4006440.935,10125518.59
168,-3997910.907,10131703.97
168,-3999682.335,10135894.54
168,-4005196.711,10135225.21
168,-4005567.086,10124873.3
168,-4005081.786,10124675.97
168,-4004900.406,10125043.38
168,-4004485.21,10125581.61
168,-4007042.981,10126600.4
168,-4008185.905,10128250.37
168,-4007803.683,10128447.53
168,-4006978.869,10128653.88
168,-4003047.613,10126247.87
168,-4003115.296,10126289.88
168,-4003634.109,10123660.38
168,-4008359.708,10125169.55
168,-4006635.177,10139667.95
168,-4005306.839,10138001.2
168,-4004883.4,10137280.12
168,-4005093.466,10135839.38
168,-4005281.982,10134777.17
168,-4003274.096,10131171.18
168,-4006396.243,10132060.08
168,-4007174.379,10132318.41
168,-4010612.853,10124443.24
168,-4010970.821,10130041.86
168,-4009900.637,10130345.92
168,-4013777.715,10124148.84
168,-4013126.274,10124341.54
168,-4011828.964,10124515.44
168,-4009705.908,10131180.82
168,-4009472.534,10130655.84
168,-4007912.91,10135333.25
168,-4009976.724,10133619.03
168,-4009557.61,10132950.51
168,-4009098.46,10135707.14
168,-4011639.485,10130183.54
168,-4018674.636,10119211.98
168,-4017751.588,10118747.5
168,-4018120.094,10119040.2
168,-4016805.532,10117709.49
168,-4016290.037,10117645.98
168,-4015914.964,10117567.02
168,-4015540.769,10117384.95
168,-4019169.675,10119523.14
168,-4018867.899,10119169.95
168,-4019325.171,10119615.53
168,-4019032.625,10119146.57
168,-4017144.201,10117826.62
168,-4015780.739,10117500.63
168,-4014808.795,10117032.29
168,-4015033.496,10117139.64
168,-4014427.489,10116847.27
168,-4012835.73,10116480.46
168,-4019102.009,10124162.77
168,-4017340.742,10124840.06
168,-4016931.024,10124560.93
168,-4015241.632,10123955.23
168,-4015823.658,10124848.67
168,-4019483.756,10125491.92
168,-4020204.276,10125733.29
168,-4020684.816,10125846.36
168,-4021099.701,10120070.43
168,-4021162.874,10120622.03
168,-4021571.699,10121418.33
168,-4021562.574,10121364.6
168,-3998271.999,10132785.69
168,-3998079.386,10131343.33
168,-4000090.581,10131587.59
168,-4000566.879,10131709.06
168,-4001134.512,10131848.97
168,-4002876.041,10133082.68
168,-4000520.007,10135294.81
168,-4000108.03,10135632.14
168,-3999347.982,10136227.9
168,-4000277.068,10133752.5
168,-4010232.094,10135624.37
168,-4010233.489,10135028.38
168,-4011989.194,10116800.72
168,-4024067.706,10120087.44
168,-4008095.514,10120851.49
168,-4020554.676,10109894.86
168,-4020068.532,10107016.02
168,-4020061.737,10106623.98
168,-4020147.796,10106314.22
168,-4021004.968,10104209.43
168,-4021310.901,10104040.96
168,-4026974.876,10160234.7
168,-4019523.162,10115541.96
168,-4019339.943,10114816.42
168,-4018274.543,10110797.63
168,-4020709.369,10112590.68
168,-4021044.285,10111776.46
168,-4021330.584,10111228.84
168,-4021655.319,10110604.23
168,-4020322.163,10113381.81
168,-4025130.714,10118977.77
168,-4001904.125,10134482.19
168,-4007257.437,10133532.08
168,-4007979.164,10131773.29
168,-4008032.692,10131687.4
168,-4008039.967,10131759.74
168,-4007956.868,10131700.27
168,-4008323.277,10131343.42
168,-4008531.856,10131096.75
168,-4009317.277,10130585.8
168,-4020985.791,10116533.16
168,-4009459.998,10127582.7
168,-4027051.839,10161740.57
168,-4005417.239,10120120.1
168,-4011003.714,10127919.61
168,-4011259.917,10128055.46
168,-4008151.749,10134076.98
168,-4006098.455,10133329.55
168,-4027457.057,10115938.13
168,-4020273.554,10117796.1
168,-4020118.308,10117135.04
168,-4019985.327,10116737.54
168,-4020094.264,10118338.28
168,-4020686.985,10117082.81
168,-4019676.629,10115090.29
168,-4020914.781,10114521.31
168,-4019790.581,10116181.67
168,-4011994.152,10116657.14
168,-4012240.077,10128774.67
168,-4012273.38,10128740.75
168,-4007200.946,10133435.16
168,-4007182.431,10133426.63
168,-4020239.332,10120170.73
168,-4024131.983,10162002.26
168,-4024520.782,10162606.6
168,-4025121.86,10163211.02
168,-4025241.3,10163296.53
168,-4011492.408,10128721
168,-4004951.316,10136730.6
168,-4011614.543,10129257.7
168,-4011593.16,10129265.15
168,-4011432.658,10130205.93
