B,31027852.72,7846974.436
B,31023656.86,7846963.9
B,31019222.02,7846836.223
B,31022341.46,7846671.439
B,31026954.32,7846292.612
B,31026571.05,7845999.398
B,31023719.05,7845974.983
B,31024410.22,7845308.148
B,31027583.99,7845033.416
B,31021282.02,7843455.255
B,31014973.29,7846307.652
B,31015863.19,7845140.936
B,31016827.86,7844781.083
B,31017927.59,7841598.025
B,31012527.84,7838661.659
B,31013553.84,7838111.402
B,31010875.58,7837122.935
B,31008524.8,7836650.045
B,31009316.66,7836246.143
B,31010999.11,7835886.207
B,31010541.35,7835125.222
B,31008811.23,7833968.202
B,31017320.62,7832944.783
B,31016309.94,7832712.69
B,31016584.57,7832604.643
B,31015288.6,7832598.625
B,31016867.63,7831860.684
B,31020151.22,7834464.229
B,31031341.03,7824958.175
B,31031931.05,7825314.616
J,31040314.37,7873229.941
J,31039361.99,7873219.146
J,31038908.69,7872982.379
J,31039760.96,7872943.637
J,31038706.18,7872659.429
J,31040372.72,7872806.575
J,31038627.5,7872404.579
J,31040866.79,7872298.041
J,31041089.55,7872723.573
J,31038413.88,7872164.71
J,31044616.46,7871868.744
J,31038402.07,7871905.216
J,31038964.43,7871933.675
J,31038092.45,7871812.266
J,31040393.14,7871854.369
J,31039526.9,7872039.588
J,31037954.99,7871587.346
J,31038944.72,7871412.775
J,31038758.74,7871306.828
J,31037613.78,7871349.086
J,31038126.01,7871115.32
J,31037101.09,7871200.685
J,31038210.15,7870542.143
J,31038611.61,7870371.092
J,31038885.93,7870095.318
J,31062920.18,7869327.661
J,31054768.29,7868547.102
J,31055244.4,7867879.76
J,31063957.76,7868017.893
J,31059369.72,7867566.927
J,31056864.35,7867455.655
J,31058286.78,7867556.631
J,31064082.52,7867466.447
J,31057466.73,7867358.394
J,31056432.61,7867178.614
J,31058925.24,7867240.379
J,31056906.86,7866945.457
J,31063502.5,7866951.93
J,31057943,7866864.772
J,31062573.37,7866645.112
J,31058399.33,7866509.877
J,31062967.1,7866610.566
J,31056904.44,7866549.838
J,31062378.47,7866305.085
J,31057289.81,7866070.322
J,31059297.16,7866129.438
J,31058486.12,7866013.691
J,31051443.68,7865864.102
J,31062417.73,7865852.332
J,31057912.29,7865628.457
J,31054816.3,7865470.4
J,31057432.45,7865555.352
J,31053178.81,7865659.056
J,31052732.23,7865345.04
J,31055036.81,7865156.992
J,31053777.24,7865456.227
J,31051689.66,7865366.719
J,31057742.94,7865167.703
J,31052185.07,7865116.489
J,31058321.11,7865287.853
J,31059060.55,7865248.96
J,31061681.22,7865385.335
J,31054123.22,7865206.334
J,31054022.8,7864883.129
J,31057828.29,7864539.259
J,31058472.84,7864761.797
J,31054225.21,7864624.67
J,31060753.18,7864540.365
J,31057015.86,7864260.459
J,31057645.29,7864128.838
J,31053250.75,7864524.007
J,31060112.75,7864236.19
J,31054287.05,7864254.531
J,31059380.17,7864121.66
J,31059174.82,7863841.544
J,31058446.27,7863841.822
J,31056544.81,7863470.238
J,31054606.39,7863912.175
J,31055187.87,7863551.357
J,31058938.47,7863460.555
J,31054254.31,7863249.723
J,31053380.24,7863318.971
J,31057997.51,7863444.868
J,31056814.04,7863093.93
J,31054859.75,7863020.108
J,31055595.62,7862862.822
J,31052925.52,7862836.628
J,31054617.07,7862727.012
J,31053751.75,7862868.815
J,31054997.12,7862377.669
J,31055617.55,7862521.41
J,31054070.94,7862246.397
J,31049112.38,7862526.393
J,31049781.99,7862125.934
J,31050098.45,7862022.201
J,31055980.94,7862197.173
J,31056994.81,7862913.784
J,31054177.16,7862027.032
J,31050530.46,7861771.107
J,31053794.24,7861416.277
J,31055586.04,7861616.187
J,31051115.04,7861406.63
J,31052302.44,7861620.518
J,31054325.57,7861038.023
J,31054547.47,7861369.919
J,31054683.19,7861023.383
J,31055205.58,7861233.712
J,31054730.66,7860737.239
J,31052026.91,7860682.535
J,31054745.67,7860380.94
J,31054681.67,7860076.5
J,31052359.43,7860037.288
J,31054233.19,7859908.841
J,31052865.99,7859764.215
J,31053639.98,7859762.772
J,31055598.02,7862003.803
J,31062474.75,7877597.78
J,31045068.36,7876945.95
J,31041162.15,7876771.953
J,31041679.57,7876747.641
J,31062647.32,7876797.729
J,31044233.58,7876484.273
J,31040988.64,7876466.138
J,31045104.66,7876523.909
J,31042420.09,7876060.378
J,31042964.44,7875955.319
J,31063031.2,7876244.484
J,31041960.27,7875837.496
J,31041705.46,7875974.334
J,31041348.21,7875765.571
J,31040782.15,7875994.944
J,31040806.97,7875726.7
J,31042170.71,7875473.748
J,31041222.18,7875434.808
J,31040592.03,7875345.537
J,31062635.84,7875207.175
J,31041221.02,7874986.842
J,31041959.56,7875165.607
J,31040493.37,7874978.877
J,31040908.3,7874866.728
J,31040731.54,7874575.018
J,31041408.2,7874578.278
J,31062088.83,7874513.931
J,31061144.96,7874236.762
J,31041541.99,7874265.085
J,31041661.26,7873994.797
J,31041370.87,7873549.72
J,31061320.31,7873662.997
J,31041422.12,7873214.282
J,31041897.11,7872983.98
J,31060744.35,7872912.421
J,31044266.51,7872583.566
J,31042562.88,7872708.889
J,31042918.55,7872390.808
J,31060182.33,7872323.061
J,31059598.33,7871985.813
J,31060497.75,7871767.731
J,31059762.48,7871503.731
J,31061257.84,7870835.165
J,31062315.79,7870045.798
J,31044968.68,7841657.603
J,31028456.65,7872672.336
J,31027814,7872684.372
J,31034761.51,7872622.459
J,31034207.56,7872704.747
J,31028321.45,7872386.535
J,31033665.65,7872474.999
J,31033151.61,7872276.703
J,31032444.85,7872228.26
J,31029039.07,7872061.119
J,31031456.61,7871995.818
J,31028389.34,7871955.022
J,31030759.48,7871985.443
J,31029129.52,7871658.485
J,31032114.2,7871875.864
J,31028300,7871828.848
J,31033247.73,7871253.966
J,31029148.99,7871273.973
J,31032290.86,7871285.186
J,31027740.31,7871007.266
J,31029195.06,7870932.185
J,31028354.75,7870597.03
J,31028913.25,7870711.906
J,31028201.62,7870905.202
J,31027305.26,7870362.871
J,31027152,7869849.916
J,31027439.06,7869512.54
J,31026656.26,7869391.513
J,31026854.77,7869068.634
J,31027714.26,7869041.597
J,31026240.91,7868848.975
J,31026734.42,7868660.766
J,31026125.94,7868331.902
J,31026809.45,7868222.961
J,31027237.99,7868348.373
J,31025932.01,7867951.032
J,31026721.9,7867870.987
J,31027651.19,7867800.158
J,31027200.75,7867542.289
J,31025898.67,7867445.042
J,31026844.2,7867202.14
J,31025760.51,7867155.095
J,31025489.64,7866895.968
J,31027883.89,7866968.568
J,31027145.51,7866940.484
J,31026328.95,7866844.771
J,31024846.65,7866534.652
J,31025365.9,7866542.715
J,31028358.31,7866263.265
J,31027152.15,7866509.941
J,31025947.53,7866333.078
J,31028004.43,7865916.334
J,31026077.01,7866138.409
J,31025323.76,7865967.172
J,31035679.75,7864638.678
J,31035023.22,7864580.156
J,31035318.55,7864139.776
J,31034248.61,7864249.696
J,31033929.6,7863926.716
J,31051896.36,7859783.408
J,31055406.23,7859423.148
J,31052648.78,7859179.847
J,31047652.64,7857455.944
J,31058128.62,7857517.063
J,31046335.4,7857692.702
J,31048021.66,7857178.177
J,31045150.59,7857381.228
J,31045918.56,7857280.58
J,31045446.59,7857303.564
J,31056597.94,7857190.583
J,31056064.23,7856909.943
J,31058332.44,7857061.818
J,31046714.87,7856804.008
J,31048363.9,7856711.377
J,31048966.39,7856409.997
J,31049536.48,7856361.62
J,31046125.17,7856314.809
J,31050227.29,7856202.748
J,31047159.5,7856276.902
J,31046691.82,7856137.37
J,31050990.48,7855999.992
J,31056919.44,7856207.199
J,31046293.37,7855746.826
J,31050993.53,7855555.916
J,31050509.04,7855487.767
J,31045772.75,7855518.941
J,31056825.71,7855331.792
J,31050545.21,7855055.163
J,31055543.77,7854965.148
J,31056831.36,7854586.651
J,31050857.7,7854611.627
J,31051765.59,7854347.638
J,31057098.9,7854273.898
J,31056734.5,7853721.988
J,31052114,7853828.975
J,31055943.81,7853450.668
J,31052591.56,7853242.336
J,31055736.48,7852962.167
J,31054451.46,7852208.371
J,31055799.58,7852187.006
J,31054873.98,7851468.285
J,31056285.63,7851375.151
J,31055885.26,7850711.299
J,31051147.44,7855803.07
J,31057448.14,7857039.238
J,31046021.27,7858135.597
J,31036547.25,7832856.253
J,31039495.28,7831262.342
J,31039784.19,7830298.037
J,31037903.46,7829202.092
J,31038220.48,7828765.559
J,31038892.11,7828526.514
J,31038538.72,7827068.76
J,31037842.28,7826812.969
J,31035004.23,7825604.005
J,31033999.29,7825418.03
J,31032437.26,7825000.073
J,31035798.28,7823549.647
J,31034233.64,7823087.717
J,31037770.65,7820835.918
J,31037303,7820580.335
J,31036985.5,7826794.104
J,31036200.25,7833737.868
J,31032441.73,7824865.571
J,31034363.46,7825337.099
J,31033734.18,7825419.279
J,31034302.25,7825479.169
J,31031946.73,7824623.433
J,31031814.08,7824609.094
J,31035045.94,7825555.42
J,31034592.2,7825703.74
J,31035218.42,7825925.014
J,31035319.59,7825727.483
J,31037782.95,7820231.676
J,31037651.4,7820345.923
J,30994914.11,7816300.359
J,30994453.88,7815760.642
J,30993996.2,7815841.952
J,30994964.38,7815778.188
J,30996051.09,7815728.149
J,30995130.36,7816108.785
J,31021764.74,7868239.168
J,31021249.49,7868326.618
J,31020930.57,7868065.595
J,31021295.61,7867821.039
J,31019362.79,7867654.378
J,31021845.47,7867567.345
J,31021594.99,7867344.388
J,31018893.47,7867029.787
J,31022203.12,7867075.866
J,31017472.77,7866736.644
J,31016078.62,7866920.237
J,31023290.27,7866796.786
J,31015336.25,7866765.001
J,31016769.76,7866541.491
J,31019525.36,7866548.207
J,31018211.58,7866681.642
J,31020204.4,7866381.711
J,31022472.16,7866530.372
J,31019946.1,7866146.208
J,31023792.69,7866157.681
J,31022560.66,7866089.995
J,31014732.64,7866243.029
J,31022874.66,7866437.532
J,31024615.83,7865893.525
J,31024338.49,7865424.766
J,31025180.82,7865219.383
J,31024542.09,7865061.79
J,31023766.13,7865148.311
J,31015123.43,7864714.184
J,31014567.83,7864525.012
J,31014754.6,7862949.093
J,31014226.21,7862720.271
J,31019615.12,7862732.826
J,31015904.38,7862608.529
J,31015009.05,7862542.244
J,31019272.3,7862530.769
J,31016651,7862401.733
J,31016734.11,7862585.246
J,31016637.28,7861948.68
J,31014924.16,7860703.702
J,31014695.52,7860416.234
J,31015907.98,7859970.36
J,31015530.83,7859852.074
J,31019094.98,7859765.852
J,31021083.63,7859768.791
J,31015498.27,7859510.487
J,31014411.33,7859474.223
J,31021412.4,7859518.712
J,31015201.04,7859353.22
J,31022299.28,7859255.761
J,31014848.36,7859141.377
J,31013993.97,7859355.834
J,31023385.73,7858559.908
J,31017384.91,7858652.3
J,31018021.92,7858720.107
J,31018180.3,7858160.947
J,31013246.89,7857446.338
J,31012863.19,7857250.278
J,31013630.82,7856811.839
J,31012150.44,7856667.796
J,31012484.14,7856614.826
J,31013005.38,7856659.056
J,31014569.77,7856373.508
J,31013405.39,7856404.963
J,31009804.16,7856422.695
J,31013884.15,7856154.604
J,31011100.02,7856364.199
J,31015560.06,7855947.153
J,31010334.78,7856517.006
J,31010157.34,7855915.738
J,31012626.08,7855775.448
J,31012897.63,7855896.893
J,31014592.89,7855844.464
J,31012561.25,7855967.387
J,31013454.25,7855792.433
J,31009417.7,7855966.602
J,31011051.63,7855816.555
J,31011867.46,7855666.802
J,31012119.55,7855886.653
J,31013860.36,7855521.175
J,31014389.62,7855473.3
J,31012407.66,7855554.858
J,31012955.22,7855408.995
J,31011468.78,7855531.023
J,31010309.52,7855437.834
J,31017740.08,7855233.233
J,31012123.53,7855286.67
J,31013424.32,7855293.199
J,31014907.51,7855214.9
J,31013057.14,7855119.068
J,31016129.4,7855557.963
J,31012597,7855070.844
J,31015600.6,7855168.462
J,31010918.21,7854912.839
J,31011270.92,7855205.367
J,31010623.19,7855062.573
J,31012388.93,7854788.146
J,31010017.77,7855015.284
J,31013097.62,7854809.996
J,31011939.93,7854819.118
J,31011168.99,7854754.641
J,31009637.16,7855044.802
J,31011714.54,7855006.765
J,31013854.96,7854892.438
J,31011211.76,7854550.788
J,31012339.83,7854815.125
J,31009198.77,7854880.51
J,31011318.96,7854911.538
J,31013703.37,7854631.198
J,31012461.05,7854414.041
J,31013489.6,7854390.12
J,31013674.74,7854220.433
J,31013225.56,7854440.561
J,31012195.06,7854624.932
J,31012518.82,7854185.616
J,31011826.52,7854214.673
J,31009320.59,7854223.624
J,31011081.07,7854427.71
J,31010257.52,7854179.618
J,31012665.84,7853996.55
J,31014011.69,7853965.113
J,31010766.22,7854306.472
J,31011684.83,7853786.574
J,31014650.64,7853907.889
J,31012253.54,7853861.598
J,31015083.32,7853717.469
J,31012823.26,7853654.664
J,31011043.23,7853669.565
J,31014074.84,7853564.314
J,31013558.17,7853720.047
J,31013982.32,7853293.721
J,31014787.73,7853391.163
J,31012114.91,7853438.555
J,31012946.8,7853299.435
J,31011715.8,7853433.247
J,31013634.74,7853145.804
J,31012275.4,7853269.279
J,31011035.2,7853109.254
J,31014291.97,7853045.354
J,31011711.6,7853007.21
J,31012499.1,7853132.85
J,31005631.11,7853041.959
J,31006394.02,7853131.474
J,31014740.26,7852970.562
J,31019930.94,7852907.829
J,31006344.3,7852980.508
J,31011175.32,7852850.427
J,31005867.75,7852767.518
J,31012181.51,7852814.991
J,31012002.18,7852751.355
J,31010149.18,7852828.112
J,31009653.78,7852971.675
J,31010694.72,7852630.286
J,31011533.55,7852603.817
J,31013653.52,7852633.035
J,31009332.63,7852578.9
J,31005479.02,7852484.581
J,31012090.43,7852464.505
J,31014385.38,7852525.867
J,31004861.66,7852462.845
J,31009823.19,7852411.652
J,31010677.87,7852300.357
J,31012545.92,7852691.178
J,31007753.51,7852344.906
J,31017152.26,7852235.143
J,30986600.88,7852442.977
J,31010122.2,7852295.883
J,31008355.16,7852045.778
J,31007672.03,7852149.885
J,31013917.29,7852177.99
J,31011538.1,7852265.688
J,30994270.71,7852118.138
J,31013153,7852028.343
J,31009478.67,7852171.086
J,31009668.6,7851774.428
J,31011741.24,7851956.003
J,31014827.46,7852049.597
J,31008359.24,7851871.187
J,31005837.74,7852123.757
J,31010572.48,7851831.164
J,31014268.14,7851905.347
J,31006281.22,7851967.883
J,30986381.73,7851914.099
J,31018679.8,7851706.598
J,31010308.55,7851613.462
J,31008127,7851668.445
J,31015120.6,7851554.312
J,31014577.65,7851433.283
J,31015394.48,7851703.031
J,31008369.22,7851467.447
J,30985493.5,7851891.284
J,31006648.16,7851707.44
J,30985784.08,7851712.036
J,30987460.17,7851441.47
J,30988889.75,7852200.02
J,31013402.23,7851693.801
J,31007176.45,7851313.768
J,31019264.74,7851197.405
J,31018666.4,7851141.436
J,31006522.52,7851306.36
J,30984573.47,7851332.326
J,31008227.4,7851175.468
J,31014181.78,7851422.665
J,31006252.45,7851020.9
J,30983281.72,7851269.604
J,31018350.27,7850983.143
J,31016103.87,7851166.953
J,31016796.38,7850990.894
J,31014824.39,7851142.755
J,31005534.44,7851295.17
J,31014966.85,7850812.307
J,31009709.69,7850881.476
J,31018844.2,7850731.15
J,30984840.67,7851011.138
J,30983594.81,7851068.583
J,30986466.08,7850978.634
J,31018110.08,7850753.255
J,30983711.76,7850833.211
J,31008973.69,7850793.027
J,31010960.85,7850733.888
J,31006591.53,7850675.048
J,31007562.15,7850862.141
J,31007377.66,7850652.872
J,31017580.39,7850562.891
J,31006161.42,7850584.976
J,31015586.88,7850553.099
J,31016740.69,7850570.81
J,31006639.43,7850215.568
J,30985695.12,7850832.851
J,31010314.22,7850514.952
J,31027169.05,7850276.398
J,31009142.64,7850517.907
J,30986323.35,7850730.367
J,31004935.33,7850427.17
J,31006324.15,7850205.568
J,31005548.29,7850586.075
J,31007592.72,7850338.362
J,31016259.12,7850422.42
J,30991138.57,7850069.41
J,31007190.38,7850142.257
J,31012335.79,7850166.263
J,30985702.1,7850366.548
J,31010339.89,7850063.137
J,31011090.83,7850092.351
J,31015910.07,7850077.849
J,31025662.46,7849854.301
J,31017059.23,7850149.083
J,31016654.15,7849819.124
J,30982365.22,7850307.207
J,31015114.49,7849781.035
J,31017640.22,7850010.105
J,31008982.34,7849906.056
J,30982717.61,7850277.478
J,31007208.26,7849714.358
J,31018071.65,7849750.508
J,31006272.01,7849954.559
J,31011805.74,7849425.7
J,30990417.64,7849710.822
J,30986111.71,7849431.54
J,31006395.25,7849584.92
J,31021779.39,7849336.519
J,30989230.22,7849482.105
J,31017748.99,7849242.044
J,31015305.17,7849442.33
J,30988710.06,7849217.697
J,30985207.84,7849177.807
J,31013823.02,7849346.646
J,31016011.89,7849262.269
J,31016646.76,7849267.584
J,31017147.26,7849287.594
J,30986450.77,7849203.468
J,30982831.35,7849225.754
J,31009139.87,7849406.596
J,30987293.87,7849285.555
J,30988155.6,7849163.684
J,30985285.06,7848995.691
J,30986411.17,7848948.861
J,31015165.7,7848836.612
J,31014514.56,7848904.462
J,31006680.29,7849127.275
J,30983944.11,7849003.572
J,31014031.95,7848758.897
J,30987061.43,7849014.138
J,31027500.22,7848679.531
J,31007342.24,7849106.052
J,31006218.69,7848864.263
J,30986605.5,7848655.071
J,31013545.94,7848627.561
J,30983860.01,7848774.333
J,31017558.96,7848765.739
J,30984392.57,7848708.001
J,31016945.54,7848580.115
J,31014538.68,7848454.219
J,30985836.58,7848786.649
J,31015983.35,7848618.217
J,30984984.11,7848616.814
J,30986941.37,7848456.667
J,31012914.55,7848343.381
J,30989353.52,7848740.633
J,31017976.34,7848513.327
J,31015204.2,7848230.959
J,30982796.84,7848448.726
J,30983779.77,7848356.658
J,30985672.81,7848470.244
J,30984342.32,7848190.658
J,31016614.82,7848147.039
J,30989138.84,7848328.692
J,30983257.82,7848188.289
J,30982929.28,7848214.916
J,30983838.48,7847945.274
J,30986283.23,7848484.27
J,30987578.27,7848123.228
J,30984961.97,7848158.584
J,30985962.87,7847880.845
J,30985399.43,7848006.82
J,31016303.96,7847788.634
J,31015544.98,7847847.593
J,31017195.43,7847727.351
J,31014397.41,7847912.493
J,30990111.96,7848337.769
J,30987102.18,7848006.153
J,30989644.87,7847805.474
J,30990161.17,7847831.992
J,30989084.65,7847535.66
J,31014959.75,7847546.076
J,31012340.5,7847308.316
J,30985414.25,7847513.674
J,31013340.84,7847122.914
J,30986173,7847333.79
J,30985671.54,7847254.756
J,31012327.29,7847047.177
J,30986693.65,7847355.447
J,30987342.17,7847081.363
J,30985236.33,7846948.958
J,31013907.18,7846812.318
J,30986837.38,7846746.352
J,30989197.3,7846576.818
J,31013291.81,7846642.1
J,30985924.28,7846683.967
J,31011672.53,7846304.22
J,30988330.01,7846442.822
J,30987019.38,7846342.529
J,31013733.89,7846224.121
J,30987839.22,7846123.008
J,30988089.05,7846288.993
J,31012301.77,7845975.097
J,31028854.94,7845680.066
J,30987968.06,7845866.642
J,31024063.28,7845599.428
J,30985234.14,7845920.312
J,30985155.93,7845246.45
J,30986007.88,7845051.139
J,31021988.57,7844540.742
J,31020789.23,7843308.525
J,31020383.08,7843252.046
J,31019442.95,7843230.347
J,31003433.28,7827746.293
J,31005672.21,7848947.627
J,31005585.31,7848583.15
J,31005079.17,7848610.53
J,31010159.27,7846032.447
J,31019780.78,7845778.436
J,31018753.73,7845688.822
J,31019069.45,7845764.855
J,31017636.89,7845604.747
J,31018241.48,7845455.133
J,31014180.48,7845632.659
J,31018394.33,7844967.379
J,31012334.31,7845119.874
J,30993120.68,7844947.812
J,30992922.84,7844805.475
J,30994659.9,7844534.231
J,30987294.68,7844033.537
J,30995107.64,7843172.703
J,31006517.28,7843147.516
J,31006313.15,7843524.965
J,30986035.19,7843071.794
J,30985411.39,7843163.874
J,31007030.44,7842936.746
J,31017076.6,7842762.514
J,31006394.96,7842680.373
J,30996336.03,7842431.441
J,31017947.29,7842301.779
J,31006590.04,7842459.212
J,30991207.09,7842522.039
J,31007148.03,7841653.799
J,31017019.05,7841311.651
J,30991457.01,7841346.268
J,30981346.71,7841404.696
J,30979674.03,7841426.023
J,30990723.71,7841277.852
J,30989078.73,7841016.726
J,31008213.89,7841066.456
J,31004206.51,7840921.593
J,30980085.59,7841167.849
J,30979378.42,7840872.438
J,31006156.14,7840895.644
J,30982566.69,7840874.964
J,30983498.21,7840683.897
J,30986487.1,7840411.443
J,31009249.66,7840434.088
J,31011207.18,7840236.384
J,31020819.29,7840180.161
J,30983346.68,7840227.143
J,30989268.4,7839757.768
J,30990595.57,7840325.34
J,30990384.64,7840079.245
J,31010651.72,7839905.101
J,30989717.43,7839784.297
J,30979003.79,7839933.368
J,31011502.58,7839586.202
J,31007670.79,7839639.106
J,30985892.28,7839707.099
J,30980315.78,7839587.399
J,31017411.48,7839533.426
J,31012688.91,7839633.207
J,31022049.31,7839532.708
J,31004816.42,7839576.118
J,30984881.52,7839506.642
J,31011232.64,7839381.713
J,31007517.9,7839151.759
J,30980647.5,7839323.105
J,31013270.31,7839330.102
J,31022919.25,7839129.084
J,31010844.06,7839226.023
J,31014644.49,7839001.14
J,30978416.43,7839394.24
J,31007964.49,7839232.182
J,31009814.22,7839488.682
J,30984296.27,7840046.712
J,31018176.45,7839012.124
J,31014017.63,7838952.527
J,30979131.51,7839591.562
J,31010478.01,7838971.885
J,31012359.87,7839108.699
J,31007979.03,7838993.668
J,31011580.45,7839031.81
J,31017690.62,7839004.211
J,31011133.61,7838851.115
J,30981483.16,7839072.183
J,31006288.14,7838847.83
J,30985172.68,7838905.647
J,31002663.13,7838620.466
J,31010107.32,7839040.199
J,30989288.77,7838894.547
J,30991399.61,7839280.61
J,31013341.4,7838908.937
J,31007444.41,7838489.657
J,31017949.82,7838498.648
J,31023790.62,7838650.653
J,30990136.29,7838764.722
J,30977566.44,7838717.374
J,31010899.06,7838512.711
J,31007601.98,7838552.437
J,30981848.62,7838748.098
J,30984272.8,7838556.395
J,31006340.11,7838551.491
J,31008120.33,7838321.241
J,31009546.33,7838545.615
J,31006967.5,7838607.147
J,30988702.76,7838462.68
J,30983091.87,7838417.193
J,30982211.52,7838435.236
J,31006605.65,7838457.164
J,31018346.89,7838105.979
J,31007606.96,7837875.995
J,30980609.79,7838264.679
J,31009965.18,7837934.918
J,31003650.1,7837983.366
J,30990053.3,7838233.617
J,30983081.07,7837823.397
J,30979855.92,7837777.24
J,30987999.54,7838050.591
J,30983684.32,7837930.8
J,31008341.14,7837937.995
J,30986771.75,7837920.058
J,31006199.62,7837548.261
J,30987361.16,7837994.148
J,30986326.12,7837538.948
J,31019649.99,7837391.615
J,30988703.48,7837540.144
J,30987766.02,7837479.835
J,31006324.49,7837100.475
J,31018954.7,7837049.861
J,30982398.05,7837092.305
J,31007145.67,7836985.339
J,30991012.05,7837076.392
J,31003362.96,7837437.036
J,30979453.76,7837286.765
J,31020974.6,7836779.874
J,30984080.75,7836862.276
J,30987776.63,7837042.682
J,30985153.21,7836839.493
J,31004094.68,7837030.143
J,31019031.26,7836515.975
J,30989181.42,7836830.192
J,30990633.59,7836613.352
J,31011718.78,7836687.874
J,31003981.16,7836726.645
J,31019628.42,7836773.309
J,31007847.04,7836665.469
J,31005189.13,7836648.9
J,31006463.17,7836521.291
J,31003408.62,7836656.9
J,30980124.32,7836660.633
J,30985722.02,7836298.468
J,30991132.26,7836236.116
J,31019671.84,7836080.644
J,31008228.85,7836148.906
J,30988864.08,7836378.123
J,31004494.52,7836305.677
J,30989676.15,7836294.404
J,31010109.36,7836002.744
J,31005470.27,7835952.264
J,31006395.15,7835768.81
J,31004755.09,7835910.742
J,31013501.66,7835533.954
J,31008285.01,7835622.65
J,31012966.37,7835691.258
J,30991635.65,7835575.057
J,30982556.27,7835445.939
J,31013637.65,7835314.268
J,31006578.69,7835367.648
J,31004179.4,7835412.074
J,30988176.17,7835484.462
J,31005403.93,7835418.603
J,31004754.95,7835364.572
J,30989062.65,7835199.156
J,31019857.29,7835141.885
J,31008538.36,7835160.033
J,30984462.69,7835164.87
J,30985367.58,7835429.384
J,31006140.65,7835008.137
J,31005109.5,7834958.91
J,31007679.4,7834856.347
J,30990957,7835084.84
J,31009166.52,7834811.584
J,30980518.06,7834921.467
J,30988343.49,7835076.25
J,30985988.02,7835169.894
J,31005625.67,7834732.948
J,30978284.13,7834805.798
J,30990015.16,7834662.083
J,31008459.93,7834608.842
J,30986791.19,7834560.711
J,30989195.1,7834339.327
J,30987700.84,7834745.782
J,30990001.67,7834237.045
J,31021721.5,7834255.536
J,30980788.18,7834258.606
J,30987959.31,7834327.055
J,30982060.92,7834397.709
J,30988230.34,7834064.839
J,31006967.93,7834161.375
J,30986936.24,7834263.264
J,31020203.3,7833854.691
J,31005614.21,7833757.381
J,31020969.35,7833784.932
J,30983332.8,7834228.038
J,30992191.12,7833691.089
J,31007195.3,7833386.304
J,31006085.16,7833565.182
J,30994988.58,7833888.361
J,30993714.58,7833566.194
J,31006122.64,7833295.529
J,31006602.14,7833246.926
J,30986894.14,7833415.441
J,30986000.89,7833407.772
J,30995151.03,7833211.394
J,31008024.68,7833093.769
J,30982916.43,7833186.477
J,30982379.27,7833071.271
J,30984894.94,7833172.534
J,30985179.95,7833238.757
J,30986410.4,7832927.894
J,31005424.25,7832701.834
J,30986009.53,7833037.855
J,30986123.34,7832533.2
J,30986959.81,7832969.351
J,30982549.26,7832543.144
J,31008025.67,7832377.406
J,30995037.28,7832614.232
J,31015493.29,7832203.348
J,30980847.41,7832924.341
J,31007724.4,7832133.288
J,31004760.98,7832113.936
J,30986257.44,7832230.514
J,30993041.09,7832116.305
J,30980457.81,7832200.291
J,30982238.36,7832215.325
